Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
386162,"The Hitchhiker’s Guide to the Galaxy (The Hitchhiker's Guide to the Galaxy, #1)",Douglas Adams,"Adams, Douglas",,"=""""","=""""",4,4.23,Del Rey,Paperback,193,2007,1979,2024/01/08,2021/11/12,,,read,,,,1,0
61169711,"Blodmåne (Harry Hole, #13)",Jo Nesbø,"Nesbø, Jo",,"=""820339518X""","=""9788203395185""",4,4.22,Aschehoug,Hardcover,488,2022,2022,2023/12/29,2023/12/28,,,read,,,,1,0
60811532,Girig-Sverige: så blev folkhemmet ett paradis för de superrika,Andreas Cervenka,"Cervenka, Andreas",,"=""""","=""9789127176171""",0,3.99,Natur & Kultur,Hardcover,254,2022,2022,,2022/05/05,currently-reading,currently-reading (#10),currently-reading,,,,1,0
123169859,När ingen lyssnar,Diamant Salihu,"Salihu, Diamant",,"=""""","=""9789180022835""",3,3.96,Mondial,Hardcover,360,2023,,2023/12/29,2023/12/28,,,read,,,,1,0
19161852,The Fifth Season (The Broken Earth #1),N.K. Jemisin,"Jemisin, N.K.",,"=""""","=""""",0,4.31,Orbit,Paperback,468,2015,2015,,2023/11/28,to-read,to-read (#396),to-read,,,,0,0
60310722,Doom Guy: Life in First Person,John Romero,"Romero, John",,"=""141975811X""","=""9781419758119""",0,4.33,Harry N. Abrams,Hardcover,384,2023,2023,,2023/08/06,to-read,to-read (#395),to-read,,,,0,0
23445401,The Real World of Technology (The CBC Massey Lectures),Ursula Martius Franklin,"Franklin, Ursula Martius",,"=""1770897410""","=""9781770897410""",0,4.17,House of Anansi Press,Kindle Edition,224,1999,1990,,2023/08/01,to-read,to-read (#394),to-read,,,,0,0
56262,"The Incal (The Incal, #1-3)",Alejandro Jodorowsky,"Jodorowsky, Alejandro",Randy Lofficier,"=""0936211121""","=""9780936211121""",3,4.03,Graphitti,Hardcover,290,1988,1988,2023/05/14,2010/03/08,,,read,,,,1,0
25663779,The Doomsday Machine: Confessions of a Nuclear War Planner,Daniel Ellsberg,"Ellsberg, Daniel",,"=""1608196704""","=""9781608196708""",0,4.22,Bloomsbury USA,Hardcover,387,2017,2017,,2023/06/16,to-read,to-read (#393),to-read,,,,0,0
60097435,Quit: The Power of Knowing When to Walk Away,Annie Duke,"Duke, Annie",,"=""0593422996""","=""9780593422991""",0,4.20,Portfolio,Hardcover,336,2022,2022,,2023/05/30,to-read,to-read (#392),to-read,,,,0,0
2998152,JavaScript: The Good Parts,Douglas Crockford,"Crockford, Douglas",,"=""0596517742""","=""9780596517748""",0,4.23,O'Reilly Media,Paperback,153,2008,2008,,2023/05/21,to-read,to-read (#391),to-read,,,,0,0
75589406,Svensk gangsterrap : Ett reportage,Emil Arvidson,"Arvidson, Emil",,"=""""","=""9789137502922""",0,3.50,Bokförlaget Forum,,240,2023,,,2023/03/30,to-read,to-read (#390),to-read,,,,0,0
60418492,"Desert Star (Renée Ballard, #5; Harry Bosch, #24; Harry Bosch Universe, #36)",Michael Connelly,"Connelly, Michael",,"=""1409186253""","=""9781409186250""",0,4.50,Orion,Kindle Edition,391,2022,2022,,2022/05/04,currently-reading,currently-reading (#9),currently-reading,,,,1,0
35957157,Thinking in Bets: Making Smarter Decisions When You Don't Have All the Facts,Annie Duke,"Duke, Annie",,"=""0735216355""","=""9780735216358""",0,3.83,Portfolio,Hardcover,288,2018,2018,,2023/03/05,to-read,to-read (#389),to-read,,,,0,0
18367834,Den osynlige mannen från Salem,Christoffer Carlsson,"Carlsson, Christoffer",,"=""916424217X""","=""9789164242174""",0,3.32,Piratförlaget,ebook,347,2013,2013,,2023/02/19,to-read,to-read (#388),to-read,,,,0,0
61396218,"Spindeln (Joona Linna, #9)",Lars Kepler,"Kepler, Lars",,"=""""","=""9789100167110""",4,4.09,Albert Bonniers Förlag,Hardcover,543,2022,2022,2023/02/02,2023/01/28,,,read,,,,1,0
18423,The Left Hand of Darkness,Ursula K. Le Guin,"Guin, Ursula K. Le",,"=""""","=""""",0,4.10,Ace,Paperback,304,2000,1969,,2023/01/05,to-read,to-read (#387),to-read,,,,0,0
6389743,"Still Midnight (Alex Morrow, #1)",Denise Mina,"Mina, Denise",,"=""0752884042""","=""9780752884042""",0,3.61,Orion,Paperback,342,2010,2009,,2022/12/31,to-read,to-read (#386),to-read,,,,0,0
94177,"Garnethill (Garnethill, #1)",Denise Mina,"Mina, Denise",,"=""0786708395""","=""9780786708390""",0,3.84,Carroll & Graf,Paperback,348,2001,1998,,2022/12/31,to-read,to-read (#385),to-read,,,,0,0
146068,"Dead Beat (Kate Brannigan, #1)",Val McDermid,"McDermid, Val",,"=""0007142919""","=""9780007142910""",0,3.57,HarperCollins,Paperback,275,2002,1992,,2022/12/31,to-read,to-read (#384),to-read,,,,0,0
77566,"Hyperion (Hyperion Cantos, #1)",Dan Simmons,"Simmons, Dan",,"=""0553283685""","=""9780553283686""",0,4.26,Bantam Doubleday Dell Publishing Group,Mass Market Paperback,500,1990,1989,,2022/12/30,to-read,to-read (#383),to-read,,,,0,0
25499718,"Children of Time (Children of Time, #1)",Adrian Tchaikovsky,"Tchaikovsky, Adrian",,"=""1447273281""","=""9781447273288""",0,4.30,PanMacmillan,Hardcover,608,2015,2015,,2022/12/30,to-read,to-read (#382),to-read,,,,0,0
13651,The Dispossessed: An Ambiguous Utopia,Ursula K. Le Guin,"Guin, Ursula K. Le",,"=""""","=""""",0,4.24,Harper Voyager,Paperback,387,1994,1974,,2022/12/30,to-read,to-read (#381),to-read,,,,0,0
68368012,Depphjärnan för unga,Anders Hansen,"Hansen, Anders",Mats Wänblad,"=""""","=""9789178874361""",3,3.40,Bonnier Facta,Hardcover,128,2022,,2022/12/29,2022/12/29,,,read,,,,1,0
61087041,Segra eller dö: ett reportage,David Baas,"Baas, David",,"=""""","=""9789180021739""",0,3.87,Mondial,Hardcover,288,2022,2022,,2022/11/27,to-read,to-read (#380),to-read,,,,0,0
38208505,"Lazarus (Joona Linna, #7)",Lars Kepler,"Kepler, Lars",,"=""9100142697""","=""9789100142698""",3,4.12,Albert Bonniers Förlag,Hardcover,543,2018,2018,2019/04/23,2018/12/28,,,read,,,,1,0
34928122,Artemis,Andy Weir,"Weir, Andy",,"=""0553448129""","=""9780553448122""",4,3.69,Crown,Hardcover,305,2017,2017,2022/10/30,2019/06/24,,,read,,,,1,0
54493401,Project Hail Mary,Andy Weir,"Weir, Andy",,"=""0593135202""","=""9780593135204""",5,4.51,Ballantine Books,Hardcover,476,2021,2021,2021/07/22,2021/07/07,,,read,,,,1,0
57042923,Enki,Thomas Falla Eriksen,"Eriksen, Thomas Falla",,"=""""","=""9788292226827""",0,3.60,Jippi forlag,,280,2020,,,2022/10/28,to-read,to-read (#379),to-read,,,,0,0
59982,Hard Boiled,Frank Miller,"Miller, Frank","Geof Darrow, Claude Legris","=""1840237511""","=""9781840237511""",0,3.73,Titan,Paperback,128,2004,1990,,2022/10/28,to-read,to-read (#378),to-read,,,,0,0
8587556,Det var det fräckaste!,Werner Holzwarth,"Holzwarth, Werner","Wolf Erlbruch, Eva Vidén","=""9150211862""","=""9789150211863""",5,4.23,Bergh,Hardcover,23,1995,1989,,2022/10/19,alfred,alfred (#12),alfred,,,,1,0
59800002,I huvudet på Sherlock Holmes: Den skandalösa biljetten #2,Cyril Liéron,"Liéron, Cyril",Björn Wahlberg,"=""""","=""9789175153889""",4,4.46,Kartago Förlag,Hardcover,48,2021,2021,2022/10/17,2022/10/17,,,read,,,,1,0
57598741,I huvudet på Sherlock Holmes: Den skandalösa biljetten,Cyril Liéron,"Liéron, Cyril",Benoît Dahan,"=""""","=""9789175153650""",4,4.45,Kartago Förlag,Hardcover,48,2021,2019,2022/10/16,2022/10/16,,,read,,,,1,0
30659,Meditations,Marcus Aurelius,"Aurelius, Marcus",Martin Hammond,"=""0140449337""","=""9780140449334""",0,4.28,Penguin Books,Paperback,254,2006,180,,2022/10/13,to-read,to-read (#377),to-read,,,,0,0
18693884,How Not to Be Wrong: The Power of Mathematical Thinking,Jordan Ellenberg,"Ellenberg, Jordan",,"=""1594205221""","=""9781594205224""",0,3.96,Penguin Press,Hardcover,480,2014,2014,,2022/09/04,to-read,to-read (#376),to-read,,,,0,0
58408766,Dwellings,Jay Stephens,"Stephens, Jay",,"=""""","=""""",0,4.53,Black Eye Books,Paperback,36,2020,,,2022/08/18,to-read,to-read (#375),to-read,,,,0,0
49534557,Victory Point,Owen D. Pomery,"Pomery, Owen D.",,"=""1910395528""","=""9781910395523""",0,3.78,Avery Hill Publishing,Hardcover,70,2020,2020,,2022/08/07,to-read,to-read (#374),to-read,,,,0,0
59531680,2120,George Wylesol,"Wylesol, George",,"=""191039565X""","=""9781910395653""",0,4.52,Avery Hill Publishing,Paperback,500,2022,,,2022/08/07,to-read,to-read (#373),to-read,,,,0,0
42435256,Terrible Means,B. Mure,"Mure, B.",,"=""1910395439""","=""9781910395431""",0,3.76,Avery Hill Publishing,Paperback,100,2019,,,2022/08/07,to-read,to-read (#372),to-read,,,,0,0
40517224,Ismyre,B. Mure,"Mure, B.",,"=""191039534X""","=""9781910395349""",0,3.77,Avery Hill Publishing,Paperback,72,2018,,,2022/08/07,to-read,to-read (#371),to-read,,,,0,0
22320,"Pattern Recognition (Blue Ant, #1)",William Gibson,"Gibson, William",,"=""0425198685""","=""9780425198681""",0,3.87,Berkley Books,Mass Market Paperback,367,2005,2003,,2022/08/01,to-read,to-read (#370),to-read,,,,0,0
49247242,Ring Shout,P. Djèlí Clark,"Clark, P. Djèlí",,"=""1250767024""","=""9781250767028""",0,4.01,Tordotcom,Hardcover,185,2020,2020,,2022/07/26,to-read,to-read (#369),to-read,,,,0,0
7745887,Little Frog,Jakob Martin Strid,"Strid, Jakob Martin",,"=""0955199867""","=""9780955199868""",0,4.09,Alanna Books,Paperback,32,2009,2005,,2022/07/26,to-read,to-read (#368),to-read,,,,0,0
2500636,Mustafas kiosk (Danish Edition),Jakob Martin Strid,"Strid, Jakob Martin",,"=""8773781940""","=""9788773781944""",0,4.36,Politisk revy,Hardcover,39,2006,1999,,2022/07/26,to-read,to-read (#367),to-read,,,,0,0
13617640,Den utrolige historie om den kæmpestore pære,Jakob Martin Strid,"Strid, Jakob Martin",,"=""8702094177""","=""9788702094176""",5,4.53,Gyldendal ,Hardcover,104,2012,2002,,2022/07/26,alfred,alfred (#11),alfred,,,,1,0
41965848,Hundpromenaden,Sven Nordqvist,"Nordqvist, Sven",,"=""9172999810""","=""9789172999817""",0,4.13,Opal,Hardcover,30,2018,2018,,2022/04/04,alfred,alfred (#8),alfred,,,,0,0
52454426,Devolution: A Firsthand Account of the Rainier Sasquatch Massacre,Max Brooks,"Brooks, Max",,"=""1984826786""","=""9781984826787""",0,3.92,Del Rey Books,Hardcover,286,2020,2020,,2022/07/15,to-read,to-read (#366),to-read,,,,0,0
41945947,Myth Atlas,Thiago de Moraes,"Moraes, Thiago de",,"=""140717813X""","=""9781407178134""",4,4.42,SCHOLASTIC UK,Hardcover,96,2018,2018,,2022/06/18,,,read,,,,1,0
3063393,Pragmatic Thinking and Learning: Refactor Your Wetware,Andy Hunt,"Hunt, Andy",,"=""1934356050""","=""9781934356050""",0,4.13,"Pragmatic Programmers, LLC, The",Paperback,251,2008,2008,,2022/06/18,to-read,to-read (#365),to-read,,,,0,0
34843775,Tre,Per Nilsson,"Nilsson, Per",Lisen Adbåge,"=""9150119273""","=""9789150119275""",4,3.15,Alfabeta,Hardcover,26,2017,2017,,2022/06/14,alfred,alfred (#10),alfred,,,,1,0
9373152,BioShock: Rapture,John Shirley,"Shirley, John",,"=""""","=""""",0,4.00,Tor Books,Kindle Edition,444,2011,2011,,2022/06/08,to-read,to-read (#364),to-read,,,,0,0
26198228,Aniara : fritt efter Harry Martinson,Knut Larsson,"Larsson, Knut",Harry Martionson,"=""9175150549""","=""9789175150543""",2,2.38,Kartago Förlag,Hardcover,96,2015,2015,,2022/05/22,,,read,,,,1,0
43188023,Sopnedgasten och andra moderna monster,Andreas Palmaer,"Palmaer, Andreas",,"=""""","=""9789188662118""",5,3.20,En bok för alla,Hardcover,26,2018,,,2022/05/12,alfred,alfred (#9),alfred,,,,1,0
10008056,"Journal 64 (Department Q, #4)",Jussi Adler-Olsen,"Adler-Olsen, Jussi",,"=""8756795459""","=""9788756795456""",0,4.06,Politiken,Paperback,461,2010,2010,,2022/05/09,currently-reading,currently-reading (#8),currently-reading,,,,1,0
57070526,"The Dark Hours (Renée Ballard, #4; Harry Bosch, #23; Harry Bosch Universe, #35)",Michael Connelly,"Connelly, Michael",,"=""0316256560""","=""""",3,4.40,"Little, Brown and Company",Kindle Edition,400,2021,2021,2022/05/04,2021/06/03,,,read,,,,1,0
60590737,Det fallna imperiet: Ryssland och väst under Vladimir Putin,Martin Kragh,"Kragh, Martin",,"=""""","=""9789189139039""",0,3.74,Fri Tanke,Hardcover,340,2022,,,2022/04/08,to-read,to-read (#363),to-read,,,,0,0
35230469,Fascism: A Warning,Madeleine K. Albright,"Albright, Madeleine K.",,"=""0062802232""","=""9780062802231""",0,4.25,Harper,ebook,320,2018,2018,,2022/04/04,to-read,to-read (#362),to-read,,,,0,0
59980,Batman: Year One,Frank Miller,"Miller, Frank","David Mazzucchelli, Richmond Lewis, Dennis O'Neil, Todd Klein","=""1401207529""","=""9781401207526""",4,4.24,DC Comics,Paperback,144,2007,1988,2022/03/19,2020/01/28,,,read,,,,1,0
26135825,Fun Home: A Family Tragicomic,Alison Bechdel,"Bechdel, Alison",,"=""0618871713""","=""9780618871711""",0,4.08,Mariner Books,Paperback,232,2007,2006,,2022/02/28,to-read,to-read (#361),to-read,,,,0,0
15195,The Complete Maus,Art Spiegelman,"Spiegelman, Art",,"=""0141014083""","=""9780141014081""",5,4.57,Penguin Books,Paperback,296,2003,1980,2022/02/28,2022/02/26,,,read,,,,1,0
18528382,Cool Tools: A Catalog of Possibilities,Kevin Kelly,"Kelly, Kevin",,"=""1940689007""","=""9781940689005""",0,4.40,Cool Tools Lab,Paperback,472,2013,2003,,2022/02/26,to-read,to-read (#360),to-read,,,,0,0
428658,Violent Cases,Neil Gaiman,"Gaiman, Neil",Dave McKean,"=""1569717990""","=""9781569717998""",0,3.79,Dark Horse,Paperback,48,1987,1987,,2022/02/23,to-read,to-read (#359),to-read,,,,0,0
181012,Cages,Dave McKean,"McKean, Dave",,"=""1561633194""","=""9781561633197""",0,4.14,Nbm Pub Co,Hardcover,496,2002,1991,,2022/02/23,to-read,to-read (#358),to-read,,,,0,0
22374,Batman: Arkham Asylum - A Serious House on Serious Earth,Grant Morrison,"Morrison, Grant",,"=""1401204252""","=""9781401204259""",5,4.10,DC Comics,Paperback,216,2005,1989,2022/02/23,2022/01/17,,,read,,,,1,0
17671914,The Joker: Death of the Family,Scott Snyder,"Snyder, Scott","John Layman, Ann Nocenti, Adam Glass, James Tynion IV, Gail Simone, Scott Lobdell, Fabian Nicieza, Kyle Higgins, Tom DeFalco, Peter J. Tomasi, Greg Capullo, Jason Fabok, Andy Clarke, Rafa Sandoval, Fernando Dagnino, Jock, Ed Benes, Daniel Sampere, Timothy Green II, Brett Booth, Pascal Alixe, Alé Garza, Eddy Barrows, Andres Guinaldo, Patrick Gleason, Jordi Tarragona, Vicente Cifuentes, Mark   Irwin, Norm Rapmund, Wayne Faucher, Eber Ferreira, Mick Gray, Keith Champagne, Jonathan Glapion","=""1401242359""","=""9781401242350""",2,4.09,DC Comics,Hardcover,456,2013,2013,2022/02/22,2019/11/10,,,read,,,,1,0
57761906,Tills alla dör,Diamant Salihu,"Salihu, Diamant",,"=""9189061845""","=""9789189061842""",4,4.13,Mondial,Hardcover,354,2021,2021,2022/02/20,2021/04/30,,,read,,,,1,0
56937760,Ugly 2 - Pungdjävlar,Joakim Lindengren,"Lindengren, Joakim",,"=""""","=""9789175153643""",5,4.24,,Hardcover,64,2020,2020,2022/02/13,2022/01/10,,,read,,,,1,0
53055268,Ugly,Joakim Lindengren,"Lindengren, Joakim",,"=""9175153416""","=""9789175153414""",5,3.62,Kartago Förlag,Hardcover,64,2019,2019,2022/02/13,2022/01/10,,,read,,,,1,0
5129,Brave New World,Aldous Huxley,"Huxley, Aldous",,"=""0060929871""","=""9780060929879""",2,3.99,HarperPerennial / Perennial Classics,Paperback,268,1998,1932,,2009/09/30,,,read,,,,1,0
59960,Batman: The Dark Knight Returns,Frank Miller,"Miller, Frank","Klaus Janson, Lynn Varley","=""156389341X""","=""9781563893414""",0,4.26,DC Comics,Hardcover,197,2012,1986,,2022/01/17,to-read,to-read (#357),to-read,,,,0,0
37533587,Sabrina,Nick Drnaso,"Drnaso, Nick",,"=""177046316X""","=""9781770463165""",3,3.84,Drawn and Quarterly,Hardcover,204,2018,2018,2022/01/17,2022/01/07,,,read,,,,1,0
52257623,Grokking Simplicity: Taming complex software with functional thinking,Eric Normand,"Normand, Eric",,"=""1617296201""","=""9781617296208""",0,4.17,Manning,Paperback,592,2021,2019,,2022/01/17,to-read,to-read (#356),to-read,,,,0,0
39286958,Measure What Matters,John Doerr,"Doerr, John",,"=""""","=""""",0,3.99,Penguin,Kindle Edition,299,2018,2017,,2022/01/15,to-read,to-read (#355),to-read,,,,0,0
43885841,"Murder Most Puzzling: Twenty Mysterious Cases to Solve (Murder Mystery Game, Adult Board Games, Mystery Games for Adults)",Stephanie von Reiswitz,"Reiswitz, Stephanie von",,"=""1452171602""","=""9781452171609""",0,3.32,Chronicle Books,Hardcover,96,2020,2020,,2022/01/10,to-read,to-read (#354),to-read,,,,0,0
40766383,The Handmaid's Tale: The Graphic Novel,Renée Nault,"Nault, Renée",Margaret Atwood,"=""038553924X""","=""9780385539241""",5,4.22,Nan A. Talese/Doubleday,Hardcover,240,2019,2019,2022/01/06,2022/01/04,,,read,,,,1,0
27283974,Aliens: Theory of Propagation/The Alien,Mark Verheiden,"Verheiden, Mark",,"=""""","=""""",1,3.19,Dark Horse,Kindle Edition,27,2015,2013,2022/01/02,2022/01/02,,,read,,,,1,0
343283,Aliens: The Female War,Steve Perry,"Perry, Steve",Stephani Perry,"=""0553561596""","=""9780553561593""",2,3.69,Spectra,Mass Market Paperback,296,1993,1993,2021/12/28,2021/12/28,,,read,,,,1,0
42875803,William Gibson's Alien 3,William Gibson,"Gibson, William",Johnnie Christmas,"=""1506708110""","=""9781506708119""",0,3.26,Dark Horse Books,Hardcover,136,2019,2018,,2021/12/28,to-read,to-read (#353),to-read,,,,0,0
931266,Aliens: Nightmare Asylum (Graphic Novel),Mark Verheiden,"Verheiden, Mark",Denis Beauvais,"=""1569712174""","=""9781569712177""",3,3.70,Dark Horse Comics,Paperback,112,1996,1990,2021/12/28,2021/12/25,,,read,,,,1,0
15832513,"The Chessmen (Lewis Trilogy, #3)",Peter  May,"May, Peter",,"=""0857382241""","=""9780857382245""",0,4.10,Quercus Publishing Plc,Paperback,383,2013,2012,,2021/12/25,to-read,to-read (#352),to-read,,,,0,0
12782865,"The Lewis Man (Lewis Trilogy, #2)",Peter  May,"May, Peter",,"=""0857382209""","=""9780857382207""",0,4.21,Quercus,Hardcover,373,2012,2011,,2021/12/25,to-read,to-read (#351),to-read,,,,0,0
10305247,"The Blackhouse (Lewis Trilogy, #1)",Peter  May,"May, Peter",,"=""1849163847""","=""9781849163842""",0,4.08,Quercus Books,Hardcover,386,2011,2009,,2021/12/25,to-read,to-read (#350),to-read,,,,0,0
259540,Aliens: Outbreak,Dark Horse Comics,"Comics, Dark Horse",Mark A. Nelson,"=""1569711747""","=""9781569711743""",3,3.59,Dark Horse Books,Paperback,176,1996,1996,2021/12/25,2021/12/25,,,read,,,,1,0
41566728,A Body on Fitzgerald’s Bluff (Seaview Cottages #1),Anna Celeste Burke,"Burke, Anna Celeste",,"=""""","=""""",0,4.08,Independently Published,Kindle Edition,238,2018,2018,,2021/12/24,to-read,to-read (#349),to-read,,,,0,0
51182082,Pierre The Maze Detective: The Curious Case of the Castle in the Sky,Hiro Kamigaki,"Kamigaki, Hiro",IC4DESIGN,"=""1786277409""","=""9781786277404""",5,4.65,Laurence King Publishing,Hardcover,36,2020,2020,,2021/12/19,alfred,alfred (#7),alfred,,,,1,0
34220910,Pierre the Maze Detective: The Mystery of the Empire Maze Tower,Hiro Kamigaki,"Kamigaki, Hiro",IC4DESIGN,"=""1786270595""","=""9781786270597""",5,4.60,Laurence King Publishing,Hardcover,36,2017,2017,,2021/12/19,alfred,alfred (#6),alfred,,,,1,0
41093489,This Is How You Lose the Time War,Amal El-Mohtar,"El-Mohtar, Amal",Max Gladstone,"=""1534431004""","=""9781534431003""",0,3.93,Gallery / Saga Press,Hardcover,198,2019,2019,,2021/12/19,to-read,to-read (#348),to-read,,,,0,0
33222443,Klä på Herr H,Emma Virke,"Virke, Emma",,"=""9188279146""","=""9789188279149""",5,3.96, Lilla Piratförlaget,Hardcover,40,2016,2016,,2021/12/19,alfred,alfred (#5),alfred,,,,1,0
57891648,Min mamma är snabbare än din!,Emma Virke,"Virke, Emma",Joanna Hellgren,"=""""","=""9789178132690""",5,4.00,Lilla Piratförlaget,Hardcover,38,2021,,,2021/12/19,alfred,alfred (#4),alfred,,,,1,0
45710164,"Sagan om den underbara familjen Kanin och Godistrollet (Familjen Kanin, #3)",Jonna Björnstjerna,"Björnstjerna, Jonna",,"=""9163866250""","=""9789163866258""",5,3.60,Bonnier Carlsen,Hardcover,32,2010,,,2021/12/19,alfred,alfred (#3),alfred,,,,1,0
45696184,"Sagan om den underbara familjen Kanin och fru Skräck (Familjen Kanin, #2)",Jonna Björnstjerna,"Björnstjerna, Jonna",,"=""9163862514""","=""9789163862519""",5,4.00,Bonnier Carlsen,Hardcover,32,2009,2009,,2021/12/19,alfred,alfred (#2),alfred,,,,1,0
43264995,Sagan om den underbara familjen Kanin och monstret i skogen,Jonna Björnstjerna,"Björnstjerna, Jonna",,"=""9163852241""","=""9789163852244""",5,4.02,Bonnier Carlsen,Hardcover,32,2007,,,2021/12/19,alfred,alfred (#1),alfred,,,,1,0
946151,Graphics Programming Black Book,Michael Abrash,"Abrash, Michael",,"=""1576101746""","=""9781576101742""",0,4.41,Coriolis Group,Paperback,1342,1997,1997,,2021/11/30,to-read,to-read (#347),to-read,,,,0,0
6101138,"Wolf Hall (Thomas Cromwell, #1)",Hilary Mantel,"Mantel, Hilary",,"=""0007230184""","=""""",0,3.90,HarperCollins Publishers Ltd,Paperback,653,2010,2009,,2021/11/27,to-read,to-read (#346),to-read,,,,0,0
28602719,Domain-Driven Design Distilled,Vaughn Vernon,"Vernon, Vaughn",,"=""0134434420""","=""9780134434421""",0,3.81,Addison-Wesley Professional,Paperback,176,2016,,,2021/11/13,to-read,to-read (#345),to-read,,,,0,0
17287009,Humans of New York,Brandon Stanton,"Stanton, Brandon",,"=""1250038820""","=""9781250038821""",3,4.49,St. Martin's Press,Hardcover,304,2013,2013,2021/03/28,2021/03/28,,,read,,,,1,0
50413740,"The Empty Chair (Lincoln Rhyme, #3)",Jeffery Deaver,"Deaver, Jeffery",,"=""""","=""""",0,4.07,Simon & Schuster,Kindle Edition,512,2020,2000,,2021/10/31,currently-reading,currently-reading (#7),currently-reading,,,,1,0
50413342,"The Coffin Dancer (Lincoln Rhyme, #2)",Jeffery Deaver,"Deaver, Jeffery",,"=""""","=""""",5,4.16,Simon & Schuster,Kindle Edition,560,1999,1998,2021/10/30,2021/08/03,,,read,,,,1,0
34695800,A Common-Sense Guide to Data Structures and Algorithms: Level Up Your Core Programming Skills,Jay Wengrow,"Wengrow, Jay",,"=""1680502441""","=""9781680502442""",0,4.37,Pragmatic Bookshelf,Paperback,222,2017,,,2021/10/20,to-read,to-read (#344),to-read,,,,0,0
58546518,Peril,Bob Woodward,"Woodward, Bob",Robert Costa,"=""""","=""""",0,4.09,Simon & Schuster,Kindle Edition,512,2021,2021,,2021/09/15,to-read,to-read (#341),to-read,,,,0,0
43566085,The Light that Failed: A Reckoning,Ivan Krastev,"Krastev, Ivan",Stephen Holmes,"=""0241345707""","=""9780241345702""",0,4.16,Allen Lane,Hardcover,256,2019,2019,,2021/09/16,to-read,to-read (#343),to-read,,,,0,0
23848139,Putin's People: How the KGB Took Back Russia and Then Took On the West,Catherine Belton,"Belton, Catherine",,"=""0374238715""","=""9780374238711""",0,4.18,"Farrar, Straus and Giroux",Hardcover,640,2020,2020,,2021/09/16,to-read,to-read (#342),to-read,,,,0,0
58994105,Lilla Chicago,Ali Khalil,"Khalil, Ali",Cyril Hellman,"=""9178357039""","=""9789178357031""",0,2.92,Bokfabriken,Hardcover,234,2021,,,2021/09/14,to-read,to-read (#340),to-read,,,,0,0
45046762,"The Absolution (Children's House, #3)",Yrsa Sigurdardottir,"Sigurdardottir, Yrsa",Yrsa   Sigurdardóttir,"=""125013630X""","=""9781250136305""",3,3.92,Minotaur Books,Hardcover,368,2020,2016,2021/09/06,2021/08/25,,,read,,,,1,0
25445622,Färjan,Mats Strandberg,"Strandberg, Mats",,"=""9113060309""","=""9789113060309""",3,3.44,Norstedts,Hardcover,479,2015,2015,2021/08/25,2021/08/11,,,read,,,,1,0
27830554,"Sogið (Children's House, #2)",Yrsa Sigurdardottir,"Sigurdardottir, Yrsa",Yrsa  Sigurðardóttir,"=""9935475182""","=""9789935475183""",3,3.96,Veröld,Hardcover,368,2015,2015,2021/08/25,2021/08/09,,,read,,,,1,0
35528537,The Goal: A Business Graphic Novel,Eliyahu M. Goldratt,"Goldratt, Eliyahu M.","Dean Motter, Dwight Jon Zimmerman","=""0884272079""","=""9780884272076""",0,4.23,North River Press Publishing Corporation,Paperback,130,2017,2017,,2021/08/23,to-read,to-read (#339),to-read,,,,0,0
509784,The End of Eternity,Isaac Asimov,"Asimov, Isaac",Apostol András,"=""0449016196""","=""9780449016190""",0,4.24,Fawcett Crest,Mass Market Paperback,192,1971,1955,,2021/08/18,to-read,to-read (#338),to-read,,,,0,0
40855636,How Long 'til Black Future Month?,N.K. Jemisin,"Jemisin, N.K.",,"=""0316491349""","=""9780316491341""",0,4.28,Orbit,Hardcover,400,2018,2018,,2021/08/17,to-read,to-read (#337),to-read,,,,0,0
55387646,"Badfluence: makt, miljoner och halvsanningar i sociala medier","Yasmine Winberg, Julia Lundin","Lundin, Yasmine Winberg, Julia",,"=""""","=""9789173897488""",0,3.23,,Unknown Binding,310,2020,,,2021/08/16,to-read,to-read (#336),to-read,,,,0,0
7928214,The 120 Days of Simon,Simon Gärdenfors,"Gärdenfors, Simon",,"=""1603090509""","=""9781603090506""",0,2.87,Top Shelf Productions,Paperback,416,2010,2008,,2021/08/14,to-read,to-read (#335),to-read,,,,0,0
13603081,Död kompis,Simon Gärdenfors,"Gärdenfors, Simon",,"=""9174056921""","=""9789174056921""",5,3.69,Egmont Kärnan,Hardcover,0,2012,2012,2021/08/13,2021/07/05,,,read,,,,1,0
55377971,"Nattavaara (Nordmark, #1)",Thomas Engström,"Engström, Thomas",Margit Richert,"=""9178354242""","=""9789178354245""",3,3.23,Bokfabriken ,Hardcover,337,2020,2020,2021/08/11,2021/08/11,,,read,,,,1,0
2373,"The Bone Collector (Lincoln Rhyme, #1)",Jeffery Deaver,"Deaver, Jeffery",,"=""0451188454""","=""9780451188458""",3,4.20,Signet Book,Mass Market Paperback,528,1998,1997,2021/08/09,2021/08/01,,,read,,,,1,0
23572076,"DNA (Children's House, #1)",Yrsa Sigurdardottir,"Sigurdardottir, Yrsa",Yrsa  Sigurðardóttir,"=""""","=""9789935440808""",5,3.96,Veröld,Hardcover,380,2014,2014,2021/07/26,2021/07/12,,,read,,,,1,0
