Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
5710930,Infiltratören: Den smutsigaste härvan inom svensk polis,Lasse Wierup,"Wierup, Lasse",,"=""9113019171""","=""9789113019178""",3,3.20,Norstedts,Hardcover,432,2008,2008,2010/03/08,2010/02/28,,,read,,,,1,0
1871771,Svensk maffia: En kartläggning av de kriminella gängen,Lasse Wierup,"Wierup, Lasse",Matti Larsson,"=""9172639253""","=""9789172639256""",4,3.35,Norstedts,Paperback,382,2008,2007,,2010/02/28,,,read,,,,1,0
39792,"The Man Who Smiled (Kurt Wallander, #4)",Henning Mankell,"Mankell, Henning",Laurie Thompson,"=""1565849930""","=""9781565849938""",3,3.94,The New Press,Hardcover,325,2006,1994,,2010/02/28,,,read,,,,1,0
6033427,"Aldrig fucka upp (Stockholm noir, #2)",Jens Lapidus,"Lapidus, Jens",Astri von Arbin Ahlander,"=""9146218025""","=""9789146218029""",4,3.34,Wahlström & Widstrand,Hardcover,498,2008,2008,,2010/02/28,,,read,,,,1,0
1802392,Snabba cash,Jens Lapidus,"Lapidus, Jens",,"=""9146213767""","=""9789146213765""",3,3.49,Wahlström & Widstrand,Hardcover,475,2006,2006,,2010/02/28,,,read,,,,1,0
128985,DOM Scripting: Web Design with JavaScript and the Document Object Model,Jeremy Keith,"Keith, Jeremy",Dave Shea,"=""1590595335""","=""9781590595336""",3,3.98,Apress,Paperback,390,2005,2005,,2009/11/13,,,read,,,,1,0
276079,Hacker's Delight,Henry S. Warren Jr.,"Jr., Henry S. Warren",,"=""0201914654""","=""0785342914658""",0,4.20,Addison-Wesley,Hardcover,306,2002,2002,,2009/10/27,to-read,to-read (#6),to-read,,,,0,0
547094,I Am Legend and Other Stories,Richard Matheson,"Matheson, Richard",,"=""031286504X""","=""9780312865047""",0,4.00,Orb Books,Paperback,317,1997,1954,,2009/10/22,to-read,to-read (#5),to-read,,,,0,0
180217,The Art of Project Management (Theory in Practice (O'Reilly)),Scott Berkun,"Berkun, Scott",,"=""0596007868""","=""9780596007867""",0,3.96,O'Reilly Media,Paperback,448,2005,2005,,2009/10/09,to-read,to-read (#4),to-read,,,,0,0
1317946,Managing Humans: Biting and Humorous Tales of a Software Engineering Manager,Michael Lopp,"Lopp, Michael",,"=""159059844X""","=""9781590598443""",0,3.94,Apress,Paperback,209,2007,2007,,2009/10/09,to-read,to-read (#3),to-read,,,,0,0
6062899,Predictably Irrational: The Hidden Forces That Shape Our Decisions,Dan Ariely,"Ariely, Dan",,"=""0061854549""","=""9780061854545""",0,4.12,Harper,Hardcover,400,2009,2008,,2009/10/02,to-read,to-read (#2),to-read,,,,0,0
70156,Patterns of Enterprise Application Architecture,Martin Fowler,"Fowler, Martin",,"=""0321127420""","=""9780321127426""",0,4.12,Addison-Wesley Professional,Hardcover,533,2002,2002,,2009/09/30,to-read,to-read (#1),to-read,,,,0,0
5,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""043965548X""","=""9780439655484""",4,4.58,Scholastic Inc.,Mass Market Paperback,435,2004,1999,,2009/09/30,,,read,,,,1,0
6,"Harry Potter and the Goblet of Fire (Harry Potter, #4)",J.K. Rowling,"Rowling, J.K.","Mary GrandPré, Jim Kay","=""""","=""""",4,4.56,Scholastic,Paperback,734,2002,2000,,2009/09/30,,,read,,,,1,0
3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",J.K. Rowling,"Rowling, J.K.",,"=""""","=""""",3,4.47,Scholastic Inc,Hardcover,309,2003,1997,,2009/09/30,,,read,,,,1,0
136251,"Harry Potter and the Deathly Hallows (Harry Potter, #7)",J.K. Rowling,"Rowling, J.K.",,"=""""","=""""",4,4.62,Arthur A. Levine Books,Hardcover,759,2007,2007,,2009/09/30,,,read,,,,1,0
2,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""""","=""""",3,4.50,Scholastic Inc.,Paperback,912,2004,2003,,2009/09/30,,,read,,,,1,0
15881,"Harry Potter and the Chamber of Secrets (Harry Potter, #2)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""""","=""""",4,4.43,Arthur A. Levine Books,Hardcover,341,1999,1998,,2009/09/30,,,read,,,,1,0
